AC_NO,AC_NAME,Candidate,Party,Votes,Margin,Status,Total_Votes_Polled,DISTRICT,GENERAL_SC,Total_Votes_Per_District
219,Goh,ARUN KUMAR AMAR,Socialist Party (India),487,-93137,lost,211669,AURANGABAD,GENERAL,1205034
219,Goh,MUNDRIKA PRASAD,Independent,452,-93172,lost,211669,AURANGABAD,GENERAL,1205034
219,Goh,NOTA,None of the Above,4649,-88975,,211669,AURANGABAD,GENERAL,1205034
220,Obra,PRAKASH CHANDRA,Lok Janshakti Party (Ram Vilas),91638,12013,won,204422,AURANGABAD,GENERAL,1205034
220,Obra,RISHI KUMAR,Rashtriya Janata Dal,79625,-12013,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,SANJAY KUMAR,Bahujan Samaj Party,7896,-83742,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,MD TAUFIQUE ALAM,Independent,4566,-87072,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,UDAY NARAYAN RAJBHAR,Suheldev Bharatiya Samaj Party,3968,-87670,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,SUDHIR KUMAR SHARMA,Jan Suraaj Party,3779,-87859,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,RAM RAJ YADAV,Independent,2820,-88818,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,SOM PRAKASH,Swaraj Party (Loktantrik),1686,-89952,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,HARISANT KUMAR,Independent,1577,-90061,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,SHIV NATH SAV,Independent,1398,-90240,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,PRATIMA KUMARI,Rashtriya Lok Janshakti Party,1096,-90542,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,BRAJ KISHOR SINGH,Independent,829,-90809,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,DHARMENDRA KUMAR,Jagrook Janta Party,613,-91025,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,JITENDRA DUBEY,Akhil Bharatiya Jan Sangh,485,-91153,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,DHIRAJ KUMAR,Independent,482,-91156,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,AJIT KUMAR,Aam Janta Party Rashtriya,373,-91265,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,DR. DHARMENDRA KUMAR,Akhil Hind Forward Bloc (Krantikari),371,-91267,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,JAYNAND RAM,New India United Party,301,-91337,lost,204422,AURANGABAD,GENERAL,1205034
220,Obra,NOTA,None of the Above,919,-90719,,204422,AURANGABAD,GENERAL,1205034
221,Nabinagar,CHETAN ANAND,Janata Dal (United),80380,112,won,190066,AURANGABAD,GENERAL,1205034
221,Nabinagar,AMOD KUMAR SINGH,Rashtriya Janata Dal,80268,-112,lost,190066,AURANGABAD,GENERAL,1205034
221,Nabinagar,LAV KUMAR SINGH,Independent,7075,-73305,lost,190066,AURANGABAD,GENERAL,1205034
221,Nabinagar,VINOD KUMAR,Bahujan Samaj Party,6595,-73785,lost,190066,AURANGABAD,GENERAL,1205034
221,Nabinagar,ARCHANA CHANDRA,Jan Suraaj Party,4085,-76295,lost,190066,AURANGABAD,GENERAL,1205034
221,Nabinagar,MRITUNJAY KUMAR,Independent,3670,-76710,lost,190066,AURANGABAD,GENERAL,1205034
221,Nabinagar,DHARMENDRA RAJWAR,Suheldev Bharatiya Samaj Party,2336,-78044,lost,190066,AURANGABAD,GENERAL,1205034
221,Nabinagar,ANIL RAM,Socialist Unity Centre Of India (COMMUNIST),906,-79474,lost,190066,AURANGABAD,GENERAL,1205034
221,Nabinagar,AJAY BHUIYAN,Swaraj Party (Loktantrik),709,-79671,lost,190066,AURANGABAD,GENERAL,1205034
221,Nabinagar,NOTA,None of the Above,4042,-76338,,190066,AURANGABAD,GENERAL,1205034
222,Kutumba,LALAN RAM,Hindustani Awam Morcha (Secular),84727,21525,won,173644,AURANGABAD,SC,1205034
222,Kutumba,RAJESH KUMAR,Indian National Congress,63202,-21525,lost,173644,AURANGABAD,SC,1205034
222,Kutumba,SHYAMBALI RAM,Jan Suraaj Party,6065,-78662,lost,173644,AURANGABAD,SC,1205034
222,Kutumba,RAM JANAM RAM,Aazad Samaj Party (Kanshi Ram),6022,-78705,lost,173644,AURANGABAD,SC,1205034
222,Kutumba,VIRAMANU KUMAR BHUSHAN,Independent,2578,-82149,lost,173644,AURANGABAD,SC,1205034
222,Kutumba,PRAKASH KUMAR,Bahujan Samaj Party,2549,-82178,lost,173644,AURANGABAD,SC,1205034
222,Kutumba,PUSHP LATA DEVI,Independent,1427,-83300,lost,173644,AURANGABAD,SC,1205034
222,Kutumba,ANGAD KUMAR,Gana Suraksha Party,1412,-83315,lost,173644,AURANGABAD,SC,1205034
222,Kutumba,RAKESH RAM,Independent,1165,-83562,lost,173644,AURANGABAD,SC,1205034
222,Kutumba,RIMA KUMARI,Rashtrawadi Janlok Party (Satya),1019,-83708,lost,173644,AURANGABAD,SC,1205034
222,Kutumba,NARENDRA KUMAR RAM,Independent,864,-83863,lost,173644,AURANGABAD,SC,1205034
222,Kutumba,NOTA,None of the Above,2614,-82113,,173644,AURANGABAD,SC,1205034
223,Aurangabad,TRIVIKRAM NARAYAN SINGH,Bharatiya Janata Party,87200,6794,won,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,ANAND SHANKAR SINGH,Indian National Congress,80406,-6794,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,SHAKTI KUMAR MISHRA,Bahujan Samaj Party,19776,-67424,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,SURENDRA PRASAD,Independent,2854,-84346,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,NAND KISHOR YADAV,Jan Suraaj Party,2755,-84445,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,LOKNATH SINGH,Independent,1335,-85865,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,RAM SWARUP PASWAN,Independent,658,-86542,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,RAMBAHADUR SINGH,Independent,618,-86582,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,NEHA KUMARI,Independent,372,-86828,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,BINOD PRASAD CHAUDHARI,Independent,340,-86860,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,VINAY KUMAR SINGH,Akhil Hind Forward Bloc (Krantikari),302,-86898,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,PRAYAG PASWAN,Socialist Unity Centre Of India (COMMUNIST),297,-86903,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,DHIRENDRA KUMAR SINGH,Independent,273,-86927,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,ASHISH KUMAR SONI,Independent,258,-86942,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,AJIT KUMAR,Independent,198,-87002,lost,200994,AURANGABAD,GENERAL,1205034
223,Aurangabad,NOTA,None of the Above,3352,-83848,,200994,AURANGABAD,GENERAL,1205034
224,Rafiganj,PRAMOD KUMAR SINGH,Janata Dal (United),107515,11956,won,224239,AURANGABAD,GENERAL,1205034
224,Rafiganj,GHULAM SHAHID,Rashtriya Janata Dal,95559,-11956,lost,224239,AURANGABAD,GENERAL,1205034
224,Rafiganj,SUMAN KUMARI,Bahujan Samaj Party,4432,-103083,lost,224239,AURANGABAD,GENERAL,1205034
224,Rafiganj,SURYADEEP SINGH,Independent,4215,-103300,lost,224239,AURANGABAD,GENERAL,1205034
224,Rafiganj,VIKASH KUMAR SINGH,Jan Suraaj Party,3029,-104486,lost,224239,AURANGABAD,GENERAL,1205034
224,Rafiganj,NANDLAL SUMAN,Independent,1051,-106464,lost,224239,AURANGABAD,GENERAL,1205034
224,Rafiganj,SAT NARAIN,Independent,1032,-106483,lost,224239,AURANGABAD,GENERAL,1205034
224,Rafiganj,RITESH KUMAR,Independent,774,-106741,lost,224239,AURANGABAD,GENERAL,1205034
224,Rafiganj,UPENDRA KUMAR,Independent,555,-106960,lost,224239,AURANGABAD,GENERAL,1205034
224,Rafiganj,RAHUL KUMAR,Jagrook Janta Party,438,-107077,lost,224239,AURANGABAD,GENERAL,1205034
224,Rafiganj,MAHESHWAR PASWAN,Akhil Hind Forward Bloc (Krantikari),434,-107081,lost,224239,AURANGABAD,GENERAL,1205034
224,Rafiganj,RAJESH KUMAR,Sampoorna Bharat Kranti Party,247,-107268,lost,224239,AURANGABAD,GENERAL,1205034
224,Rafiganj,NOTA,None of the Above,4958,-102557,,224239,AURANGABAD,GENERAL,1205034
225,Gurua,UPENDRA PRASAD,Bharatiya Janata Party,99758,24194,won,203508,GAYA,GENERAL,2064596
225,Gurua,VINAY KUMAR,Rashtriya Janata Dal,75564,-24194,lost,203508,GAYA,GENERAL,2064596
225,Gurua,RAGHVENDRA NARAYAN YADAV,Bahujan Samaj Party,8242,-91516,lost,203508,GAYA,GENERAL,2064596
225,Gurua,SANJEEVA SHYAM SINGH,Jan Suraaj Party,4400,-95358,lost,203508,GAYA,GENERAL,2064596
225,Gurua,SYED IMRAN NABI,Aazad Samaj Party (Kanshi Ram),3514,-96244,lost,203508,GAYA,GENERAL,2064596
225,Gurua,NAGDEV PASWAN,Independent,1892,-97866,lost,203508,GAYA,GENERAL,2064596
225,Gurua,ANIL SINGH,Yuva Samriddhi Dal,1171,-98587,lost,203508,GAYA,GENERAL,2064596
225,Gurua,NITISH KUMAR,Rashtriya Lok Janshakti Party,1148,-98610,lost,203508,GAYA,GENERAL,2064596
225,Gurua,RAJENDRA KUMAR,Independent,1140,-98618,lost,203508,GAYA,GENERAL,2064596
225,Gurua,MAHENDRA KUMAR,Independent,1035,-98723,lost,203508,GAYA,GENERAL,2064596
225,Gurua,DHARMENDRA NARAYAN,Rashtriya Jantantrik Morcha,600,-99158,lost,203508,GAYA,GENERAL,2064596
225,Gurua,SAMTA KUMAR,Akhil Hind Forward Bloc (Krantikari),575,-99183,lost,203508,GAYA,GENERAL,2064596
225,Gurua,GAUTAM KUMAR,Swaraj Party (Loktantrik),523,-99235,lost,203508,GAYA,GENERAL,2064596
225,Gurua,NOTA,None of the Above,3946,-95812,,203508,GAYA,GENERAL,2064596
226,Sherghati,UDAY KUMAR SINGH,Lok Janshakti Party (Ram Vilas),77270,13524,won,202640,GAYA,GENERAL,2064596
226,Sherghati,PRAMOD KUMAR VERMA,Rashtriya Janata Dal,63746,-13524,lost,202640,GAYA,GENERAL,2064596
226,Sherghati,PAWAN KISHORE,Jan Suraaj Party,18982,-58288,lost,202640,GAYA,GENERAL,2064596
226,Sherghati,SHANE ALI KHAN,All India Majlis-E-Ittehadul Muslimeen,14754,-62516,lost,202640,GAYA,GENERAL,2064596
226,Sherghati,SURENDRA KUMAR SUMAN,Independent,8284,-68986,lost,202640,GAYA,GENERAL,2064596
226,Sherghati,SHAILESH KUMAR MISHRA,Bahujan Samaj Party,2745,-74525,lost,202640,GAYA,GENERAL,2064596
226,Sherghati,MUKESH KUMAR YADAV,Independent,2707,-74563,lost,202640,GAYA,GENERAL,2064596
226,Sherghati,KARAN RAJ,Moulik Adhikar Party,1535,-75735,lost,202640,GAYA,GENERAL,2064596
226,Sherghati,SHAVINA PRAVIN,Independent,1309,-75961,lost,202640,GAYA,GENERAL,2064596
226,Sherghati,SARJU DAS JEE MAHARAJ,Independent,1259,-76011,lost,202640,GAYA,GENERAL,2064596
226,Sherghati,RAJIV KUMAR,Independent,940,-76330,lost,202640,GAYA,GENERAL,2064596
226,Sherghati,SANTOSH THAKUR,Swaraj Party (Loktantrik),774,-76496,lost,202640,GAYA,GENERAL,2064596
226,Sherghati,PANKAJ KUMAR MISHRA,Samajwadi Lok Parishad,695,-76575,lost,202640,GAYA,GENERAL,2064596
226,Sherghati,CHANDRADEV KUMAR YADAV,Independent,672,-76598,lost,202640,GAYA,GENERAL,2064596
226,Sherghati,NOTA,None of the Above,6968,-70302,,202640,GAYA,GENERAL,2064596
227,Imamganj,DEEPA KUMARI,Hindustani Awam Morcha (Secular),104861,25856,won,206281,GAYA,SC,2064596
227,Imamganj,RITU PRIYA CHAUDHARY,Rashtriya Janata Dal,79005,-25856,lost,206281,GAYA,SC,2064596
227,Imamganj,DR. AJEET KUMAR,Jan Suraaj Party,11912,-92949,lost,206281,GAYA,SC,2064596
227,Imamganj,TENGAR PASWAN,Independent,2313,-102548,lost,206281,GAYA,SC,2064596
227,Imamganj,BANARSI DAS,Peoples Party of India (Democratic),2049,-102812,lost,206281,GAYA,SC,2064596
227,Imamganj,RAMBALI RISHIASHAN,Independent,1420,-103441,lost,206281,GAYA,SC,2064596
227,Imamganj,VIGAN PASWAN,New India United Party,1125,-103736,lost,206281,GAYA,SC,2064596
227,Imamganj,NOTA,None of the Above,3596,-101265,,206281,GAYA,SC,2064596
228,Barachatti,JYOTI DEVI,Hindustani Awam Morcha (Secular),108271,8893,won,228235,GAYA,SC,2064596
228,Barachatti,TANUSHREE KUMARI,Rashtriya Janata Dal,99378,-8893,lost,228235,GAYA,SC,2064596
228,Barachatti,HEMANT KUMAR,Jan Suraaj Party,3967,-104304,lost,228235,GAYA,SC,2064596
228,Barachatti,G S RAMCHANDRA DAS,Bahujan Samaj Party,3150,-105121,lost,228235,GAYA,SC,2064596
228,Barachatti,MANOJ PASWAN,Peoples Party of India (Democratic),2661,-105610,lost,228235,GAYA,SC,2064596
228,Barachatti,INDRADEV PASWAN,Rashtriya Jansambhavna Party,1496,-106775,lost,228235,GAYA,SC,2064596
228,Barachatti,VINAY PASWAN,Independent,1346,-106925,lost,228235,GAYA,SC,2064596
228,Barachatti,SHIVNATH KUMAR NIRALA,Rashtriya Lok Janshakti Party,1192,-107079,lost,228235,GAYA,SC,2064596
228,Barachatti,ARJUN BHUIYAN,Vikas Vanchit Insan Party,866,-107405,lost,228235,GAYA,SC,2064596
228,Barachatti,RAHUL KUMAR,Independent,859,-107412,lost,228235,GAYA,SC,2064596
228,Barachatti,SANJAY MANDAL,Socialist Party (India),720,-107551,lost,228235,GAYA,SC,2064596
228,Barachatti,NOTA,None of the Above,4329,-103942,,228235,GAYA,SC,2064596
229,Bodh Gaya,KUMAR SARVJEET,Rashtriya Janata Dal,100236,881,won,231073,GAYA,SC,2064596
229,Bodh Gaya,SHYAMDEO PASWAN,Lok Janshakti Party (Ram Vilas),99355,-881,lost,231073,GAYA,SC,2064596
229,Bodh Gaya,NANDLAL KUMAR,Independent,10181,-90055,lost,231073,GAYA,SC,2064596
229,Bodh Gaya,LAKSHMAN MANJHI,Jan Suraaj Party,4024,-96212,lost,231073,GAYA,SC,2064596
229,Bodh Gaya,ASHOK KUMAR PASWAN,Vikas Vanchit Insan Party,3675,-96561,lost,231073,GAYA,SC,2064596
229,Bodh Gaya,RAMSWRUP RISHIYASAN,Independent,3327,-96909,lost,231073,GAYA,SC,2064596
229,Bodh Gaya,UDAY DAS,Peoples Party of India (Democratic),1543,-98693,lost,231073,GAYA,SC,2064596
229,Bodh Gaya,KUMAR PARDEEP,Independent,1114,-99122,lost,231073,GAYA,SC,2064596
229,Bodh Gaya,VIRENDRA RAJVANSHI ALIAS BIGENDRA KUMAR,Suheldev Bharatiya Samaj Party,1005,-99231,lost,231073,GAYA,SC,2064596
229,Bodh Gaya,SUGIYA DEVI,Moolniwasi Samaj Party,653,-99583,lost,231073,GAYA,SC,2064596
229,Bodh Gaya,NOTA,None of the Above,5960,-94276,,231073,GAYA,SC,2064596
230,Gaya Town,PREM KUMAR,Bharatiya Janata Party,90878,26423,won,166958,GAYA,GENERAL,2064596
230,Gaya Town,AKHAURY ONKAR NATH,Indian National Congress,64455,-26423,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,DHIRENDRA AGARWAL,Jan Suraaj Party,4479,-86399,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,MUKESH KUMAR SINHA,Independent,1115,-89763,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,PREM KUMAR S/O-AYODHYA SAW,Independent,739,-90139,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,RAFATALI KHAN,Bahujan Samaj Party,724,-90154,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,RAVI RANJAN,Independent,636,-90242,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,ANIL KUMAR,Aam Aadmi Party,570,-90308,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,SHISH MANI KUMAR,Independent,347,-90531,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,MOHAN KUMAR,Gantantrik Samaj Party,336,-90542,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,PREM KUMAR S/O-VISHNAHARI UPADHYAY,Independent,285,-90593,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,RAJ KISHOR SINGH,Peoples Party of India (Democratic),274,-90604,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,NARESH PARSAD,Independent,243,-90635,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,KASHI PRASAD,Independent,242,-90636,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,AMRENDRA KUMAR,Rashtriya Sanatan Party,187,-90691,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,MD SAMIM,Independent,187,-90691,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,MD. MANSUR ANSARI,Peace Party,136,-90742,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,PURUSHOTTAM KUMAR SINHA,Samaj Satta Dal,102,-90776,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,HASAB AKHTAR,Independent,100,-90778,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,SANJEET KUMAR,Independent,99,-90779,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,MUNNA KUMAR,Samajwadi Lok Parishad,98,-90780,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,SHIWAM KUMAR SINHA,Independent,90,-90788,lost,166958,GAYA,GENERAL,2064596
230,Gaya Town,NOTA,None of the Above,636,-90242,,166958,GAYA,GENERAL,2064596
231,Tikari,AJAY KUMAR,Rashtriya Janata Dal,97550,2058,won,213025,GAYA,GENERAL,2064596
231,Tikari,ANIL KUMAR,Hindustani Awam Morcha (Secular),95492,-2058,lost,213025,GAYA,GENERAL,2064596
231,Tikari,SUBODH KUMAR SINGH,Independent,3730,-93820,lost,213025,GAYA,GENERAL,2064596
231,Tikari,UDAY PASWAN,Bahujan Samaj Party,2807,-94743,lost,213025,GAYA,GENERAL,2064596
231,Tikari,SHASHI KUMAR,Jan Suraaj Party,2552,-94998,lost,213025,GAYA,GENERAL,2064596
231,Tikari,MUNNA KUMAR,Independent,2170,-95380,lost,213025,GAYA,GENERAL,2064596
231,Tikari,MANOJ KUMAR BHARTI,Independent,1425,-96125,lost,213025,GAYA,GENERAL,2064596
231,Tikari,DHARMENDRA PASWAN,Samata Party,1142,-96408,lost,213025,GAYA,GENERAL,2064596
231,Tikari,RAMJEET SINGH,Rashtriya Jansambhavna Party,669,-96881,lost,213025,GAYA,GENERAL,2064596
231,Tikari,KUNDAN KUMAR,Independent,471,-97079,lost,213025,GAYA,GENERAL,2064596
231,Tikari,ASHOK KUMAR,Independent,468,-97082,lost,213025,GAYA,GENERAL,2064596
231,Tikari,SHAKTIMAN STUTYA,Vocal India Party,281,-97269,lost,213025,GAYA,GENERAL,2064596
231,Tikari,NOTA,None of the Above,4268,-93282,,213025,GAYA,GENERAL,2064596
232,Belaganj,MANORMA DEVI,Janata Dal (United),95685,2882,won,205019,GAYA,GENERAL,2064596
232,Belaganj,VISHVANATH KUMAR SINGH,Rashtriya Janata Dal,92803,-2882,lost,205019,GAYA,GENERAL,2064596
232,Belaganj,LALU YADAV,Independent,2769,-92916,lost,205019,GAYA,GENERAL,2064596
232,Belaganj,VIBHUTI NARAYAN SINGH,Independent,2562,-93123,lost,205019,GAYA,GENERAL,2064596
232,Belaganj,MADHUMALA KUMARI,Aam Aadmi Party,2204,-93481,lost,205019,GAYA,GENERAL,2064596
232,Belaganj,MD. SHAHABUDDIN,Jan Suraaj Party,1621,-94064,lost,205019,GAYA,GENERAL,2064596
232,Belaganj,RAHUL RANJAN,Independent,1268,-94417,lost,205019,GAYA,GENERAL,2064596
232,Belaganj,MD. ABDULLAH,Bharatiya Sampuran Krantikari Party,967,-94718,lost,205019,GAYA,GENERAL,2064596
232,Belaganj,MD. ISTIYAQUE AHMAD,Independent,837,-94848,lost,205019,GAYA,GENERAL,2064596
232,Belaganj,RICHA JHA,Samajwadi Lok Parishad,624,-95061,lost,205019,GAYA,GENERAL,2064596
232,Belaganj,KRISHNA PRASAD SINGH,Peoples Party of India (Democratic),347,-95338,lost,205019,GAYA,GENERAL,2064596
232,Belaganj,TARAVEJ ALAM,The National Road Map Party of India,258,-95427,lost,205019,GAYA,GENERAL,2064596
232,Belaganj,NOTA,None of the Above,3074,-92611,,205019,GAYA,GENERAL,2064596
233,Atri,ROMIT KUMAR,Hindustani Awam Morcha (Secular),102102,25777,won,197645,GAYA,GENERAL,2064596
233,Atri,BAIJAYANTI DEVI,Rashtriya Janata Dal,76325,-25777,lost,197645,GAYA,GENERAL,2064596
233,Atri,SHAILENDRA KUMAR,Jan Suraaj Party,3177,-98925,lost,197645,GAYA,GENERAL,2064596
233,Atri,MD. VAKIL VARISH,Bahujan Samaj Party,2817,-99285,lost,197645,GAYA,GENERAL,2064596
233,Atri,CHANDAN,Independent,2112,-99990,lost,197645,GAYA,GENERAL,2064596
233,Atri,VIDYABHUSHAN KUMAR,Independent,1343,-100759,lost,197645,GAYA,GENERAL,2064596
233,Atri,SUBHASH KUMAR SINHA,Independent,1223,-100879,lost,197645,GAYA,GENERAL,2064596
233,Atri,AKASH KUMAR,Jagrook Janta Party,1137,-100965,lost,197645,GAYA,GENERAL,2064596
233,Atri,SAHIL KUMAR,Peoples Party of India (Democratic),1120,-100982,lost,197645,GAYA,GENERAL,2064596
233,Atri,AVINASH KUMAR SONU,Janshakti Janta Dal,1026,-101076,lost,197645,GAYA,GENERAL,2064596
233,Atri,SUDHIR KUMAR,Independent,933,-101169,lost,197645,GAYA,GENERAL,2064596
233,Atri,ANJU DEVI,Independent,814,-101288,lost,197645,GAYA,GENERAL,2064596
233,Atri,NOTA,None of the Above,3516,-98586,,197645,GAYA,GENERAL,2064596
234,Wazirganj,BIRENDRA SINGH,Bharatiya Janata Party,94574,12733,won,210212,GAYA,GENERAL,2064596
234,Wazirganj,AWADHESH KUMAR SINGH,Indian National Congress,81841,-12733,lost,210212,GAYA,GENERAL,2064596
234,Wazirganj,CHITRANJAN KUMAR,Bahujan Samaj Party,14303,-80271,lost,210212,GAYA,GENERAL,2064596
234,Wazirganj,SANTOSH KUMAR,Jan Suraaj Party,5017,-89557,lost,210212,GAYA,GENERAL,2064596
234,Wazirganj,CHANDAN KUMAR,Independent,2251,-92323,lost,210212,GAYA,GENERAL,2064596
234,Wazirganj,SURESH RAJVANSHI,Moolniwasi Samaj Party,1980,-92594,lost,210212,GAYA,GENERAL,2064596
234,Wazirganj,PREM KUMAR,Janshakti Janta Dal,1316,-93258,lost,210212,GAYA,GENERAL,2064596
234,Wazirganj,SANJAY KUMAR,Independent,1142,-93432,lost,210212,GAYA,GENERAL,2064596
234,Wazirganj,MOHAMMAD JULKAR NAIN,Rashtriya Lok Janshakti Party,994,-93580,lost,210212,GAYA,GENERAL,2064596
234,Wazirganj,SUNIL KUMAR,Peoples Party of India (Democratic),908,-93666,lost,210212,GAYA,GENERAL,2064596
234,Wazirganj,PIKAN MANJHI,Independent,760,-93814,lost,210212,GAYA,GENERAL,2064596
234,Wazirganj,SHAMBHU SHARAN SHEROMANI,Jagrook Janta Party,666,-93908,lost,210212,GAYA,GENERAL,2064596
234,Wazirganj,NOTA,None of the Above,4460,-90114,,210212,GAYA,GENERAL,2064596
235,Rajauli,VIMAL RAJBANSHI,Lok Janshakti Party (Ram Vilas),90272,3953,won,200701,NAWADA,SC,999854
235,Rajauli,PINKI BHARTI,Rashtriya Janata Dal,86319,-3953,lost,200701,NAWADA,SC,999854
235,Rajauli,AKHLESH KUMAR,Bahujan Samaj Party,3832,-86440,lost,200701,NAWADA,SC,999854
235,Rajauli,NARESH CHAUDHARI,Jan Suraaj Party,3321,-86951,lost,200701,NAWADA,SC,999854
235,Rajauli,PRAKASH VIR,Janshakti Janta Dal,2856,-87416,lost,200701,NAWADA,SC,999854
235,Rajauli,PRATIMA KUMARI,Rashtriya Lok Janshakti Party,2262,-88010,lost,200701,NAWADA,SC,999854
235,Rajauli,CHANDAN KUMAR,Suheldev Bharatiya Samaj Party,2160,-88112,lost,200701,NAWADA,SC,999854
235,Rajauli,VIJAY KAMESHWAR PASWAN,Independent,2120,-88152,lost,200701,NAWADA,SC,999854
235,Rajauli,RANJIT KUMAR,Aam Aadmi Party,1206,-89066,lost,200701,NAWADA,SC,999854
235,Rajauli,RAMANAND CHAUDHARY,Independent,1054,-89218,lost,200701,NAWADA,SC,999854
235,Rajauli,GORELAL CHAUDHARY,Independent,1013,-89259,lost,200701,NAWADA,SC,999854
235,Rajauli,NOTA,None of the Above,4286,-85986,,200701,NAWADA,SC,999854
236,Hisua,ANIL SINGH,Bharatiya Janata Party,95885,27849,won,215945,NAWADA,GENERAL,999854
236,Hisua,NITU KUMARI,Indian National Congress,68036,-27849,lost,215945,NAWADA,GENERAL,999854
236,Hisua,DHARMENDRA KUMAR,Independent,27871,-68014,lost,215945,NAWADA,GENERAL,999854
236,Hisua,SURY DEV PRASAD,Jan Suraaj Party,5063,-90822,lost,215945,NAWADA,GENERAL,999854
236,Hisua,SUNIL KUMAR NIRALA,Independent,3870,-92015,lost,215945,NAWADA,GENERAL,999854
236,Hisua,SONALI KUMARI,Independent,1949,-93936,lost,215945,NAWADA,GENERAL,999854
236,Hisua,DINANATH THAKUR,Rashtriya Lok Janshakti Party,1532,-94353,lost,215945,NAWADA,GENERAL,999854
236,Hisua,SUNIL KUMAR,Bahujan Samaj Party,1503,-94382,lost,215945,NAWADA,GENERAL,999854
236,Hisua,AJAD GEETA PRASAD SHARMA,Independent,1381,-94504,lost,215945,NAWADA,GENERAL,999854
236,Hisua,ANIL KUMAR,Indian National Socialistic Action Forces,1299,-94586,lost,215945,NAWADA,GENERAL,999854
236,Hisua,RAMBALAK SHARMA,Jagrook Janta Party,842,-95043,lost,215945,NAWADA,GENERAL,999854
236,Hisua,DAYA NAND PRASAD,Vikas Vanchit Insan Party,605,-95280,lost,215945,NAWADA,GENERAL,999854
236,Hisua,RAMANANDAN RAJAVANSHI,Suheldev Bharatiya Samaj Party,596,-95289,lost,215945,NAWADA,GENERAL,999854
236,Hisua,PAWAN KUMAR,Peoples Party of India (Democratic),572,-95313,lost,215945,NAWADA,GENERAL,999854
236,Hisua,NOTA,None of the Above,4941,-90944,,215945,NAWADA,GENERAL,999854
237,Nawada,VIBHA DEVI,Janata Dal (United),87423,27594,won,201494,NAWADA,GENERAL,999854
237,Nawada,KAUSHAL YADAV,Rashtriya Janata Dal,59829,-27594,lost,201494,NAWADA,GENERAL,999854
237,Nawada,ANUJ SINGH,Jan Suraaj Party,19349,-68074,lost,201494,NAWADA,GENERAL,999854
237,Nawada,NASIMA KHATOON,All India Majlis-E-Ittehadul Muslimeen,12835,-74588,lost,201494,NAWADA,GENERAL,999854
237,Nawada,RAVISH KUMAR,Independent,4317,-83106,lost,201494,NAWADA,GENERAL,999854
237,Nawada,ANITA KUMARI,Bhartiya Lok Chetna Party,3111,-84312,lost,201494,NAWADA,GENERAL,999854
